GPNMB BAP1
CLCN6 TRAF3IP1
PADI1 TSPAN15
RNASE1 NFAT5
CYB5B OS9
DNAH5 NLRP2
POU2F3 TARBP1
HTR1D MBP
CALY PLXNB2
INHBA ARSE
NUP62 MYD88
KRTAP21-3 MTMR12
PPP2R1A ARHGEF1
CSNK1E ADIPOR2
MRPL55 ALG10B
BPIFA2 ORC2
TRAF1 CAPZA1
CLK1 MCTS1
VCX CFD
EPHB2 NEUROG1
CCBE1 ADIPOR1
CNTN6 LY6D
CXCR1 RASD1
IFNA2 TNFRSF11A
NANOG CD74
SLU7 KLB
GEMIN5 IL1RAP
KCNH2 RYR1
CSF3 MCTS1
PCOLCE ENC1
IFT122 SCFD1
COPS5 RPL18A
HIST1H1B NDUFAF3
ZNF385B CALCOCO2
CD160 IL6ST
ITGA9 CCL2
IKBIP CIDEB
TARDBP PAX5
DAB2 CKLF
CHKA APOBEC1
CDH2 SLURP1
ATXN3 PMP22
TFAP4 ZMYM6
OR5A2 CALY
SYT2 CLIP1
ASF1A SEPT9
GJA1 STC1
PANX1 LRP6
MAPK8 CAPZB
CRYBA1 SPRR2D
UBE2K FZR1
ASB7 SLC30A5
POU3F1 TRIM13
LMTK2 PTPRO
SLC2A13 DCP2
JAKMIP1 GRIN2D
CSPG5 NELL1
MTCP1 MTHFS
P3H4 NOCT
CCNK PTTG1
WARS IPO8
OR51A7 CYP4A22
FANCA VAMP3
TTC7B KRT3
SSTR2 FGF16
UNC13B KCNJ1
CORO7 BRD8
ABCC5 SLC20A1
GHR FAM3D
NDUFA1 TNK2
SYNPO CSGALNACT1
LSP1 KRT35
EFEMP1 GNAT1
SEMA4F HEYL
NTRK3 SLC35F3
ATP8A2 BRAT1
APPL1 CKLF
STK26 IFT57
NUDT21 PTBP1
PRKG1 IFI44
INSL4 ZFP36L2
TES NCKAP1L
GPR27 FRAT1
FNIP2 BBC3
OR2W1 OAZ2
MYF6 SPIB
CHUK SCMH1
AGER TNFAIP6
OR6Q1 ATP5J
CHRM1 MEF2C
CLNK STUB1
CDKN3 ADAMTS8
HPRT1 KRT19
ANO4 SKOR2
SLC27A6 POLR3K
PIM2 NANOG
B4GALNT1 TFF1
PCDHB5 GRIK4
VWF AOC3
GH1 USP37
LILRA1 SLAMF7
SH3BGR APOBEC3D
ALKBH5 PDE10A
MATK FGF18
KLLN TMCC2
MCM9 ADAMTS8
CCL4 CCL25
SLC25A29 DLL1
EVC ITGB1BP2
BPNT1 SLC28A2
CLK4 EGF
MNT FZD6
PAEP PAX5
ARIH2 CCL17
BIRC3 BNIP3
COL19A1 GHR
LAMTOR4 ANKS4B
SNRNP35 PHPT1
ARHGAP33 CTSG
GUCY2F RAX
FAF1 NUP62
CD96 PCP4
UHRF1 AGO1
CDK9 DNPH1
INO80C RLTPR
PPP1R17 DRP2
ASAH2 SIVA1
C1D GDPGP1
CCL20 TNFSF9
ZDHHC23 TMED4
KCNE1 PNLIPRP2
CCDC50 USP17L2
GPR15 GRM6
KRT14 IL4
STMN3 DPYSL5
MEP1A NPY4R
CCT6B FKBP4
F2R RYBP
PITPNM2 OR6B3
SLC6A15 TRAC
CHRM3 CRIM1
HLA-G KIR3DL2
ZFP36L2 ARHGEF1
LAT2 CAPS
TACSTD2 BUB1B
MYLIP TPM3
GPR15 UCN
WFIKKN1 FBXO6
OR13H1 TNIP1
METTL10 ARHGDIB
HOXC10 IL12RB2
ENO1 NRIP1
HTATSF1 UBXN10
IGF2 ZMYM4
FBXO2 NAPSA
CLEC4A SLAMF1
MYBL2 IFNAR1
SHFM1 MBTPS1
OR10H2 ADGRB1
APBA2 ENC1
NRAS KRTAP19-2
GCG SYK
MAP2K1 FOSL1
EDA FKBP5
CDK3 SYK
SFTPB RRAS2
OR5A2 TRAC
CENPI HTT
DFNB31 MRAP
ABCA2 BCAR3
RFWD3 IGKV2D-28
MMP7 PREP
ZNF256 MMP11
CYLD WDR91
TMEM115 TOM1L1
EPHB2 HES1
TREML4 MAP4K5
MME PHEX
TAS2R40 SMG9
EYA1 SCLT1
CLEC4D HIST1H1B
AKR7A3 FOLR1
KRTAP26-1 OR1I1
ADORA3 GNAS
ST3GAL3 UBR4
OR5P3 RHOH
IFNL1 BTG2
CGRRF1 ADGRB1
MSRA GPAT2
KCNA10 KCNH1
KRT6A UFL1
PSMB10 CXCL17
PAFAH1B3 PCDH1
AKAP3 ARF6
BCL2A1 SOCS3
IVNS1ABP CDC40
MPL DUSP22
CTNND2 LOXL2
HLA-DRB4 NUP43
FGF21 LALBA
CIB1 F2
TRAF3IP2 RAD51AP1
NR6A1 SPAG9
TIMM8A FEZ2
KHK FFAR2
EML2 OTUD4
DBF4 RPS6KB2
KCNA1 NPFF
UGT1A6 OST4
CCR5 C1QBP
MX1 CASP4
CHRNA5 THY1
LSM3 PTBP1
MYO1E MIR130B
CHD1 NEUROD2
CASP14 PTHLH
FAAP20 HRH2
TUBB3 POLD4
SYT9 THAP11
SPHAR BCAR3
IL1RAPL2 MBP
HAX1 AP3M1
CTNND2 LBR
EFNA3 BMP2
OR6K6 RPL5
LYRM5 MPP5
MPPED2 COLEC10
NPR2 ERAP2
DDAH1 ARG1
EIF2B1 PYHIN1
TENM1 HAMP
GSTM1 TSSK2
PIM1 BARD1
CDKN3 INHBA
NANP HMBS
DSCAM PPT1
SLC19A2 GALNT1
EREG MIR515-1
RBP3 DNASE2
CDK6 ZMYND11
CHRM3 CRISPLD2
TRAPPC3 PTRF
PIK3CB PRKG2
STXBP5 RTP2
CHRNA5 PLCE1
LDLR APOBR
ANXA1 PRKCZ
PTPRD APOBEC3H
THTPA SH2D3C
KAT2A MYOD1
ALDH3A2 NHLH2
EREG SSTR2
FFAR3 C3AR1
KRTAP13-3 DERA
CSPG5 ZMYND8
CCR3 ATP2A2
ZNF217 CPSF4
PKD1 SALL1
APPL1 PGM3
MANBA PNPLA6
KCNE1 UTRN
LAMA3 NELL1
AIF1 MAPKAPK3
OR7G1 AZGP1
OLR1 ADAMTS4
LILRB2 ORC1
LILRB3 TPSAB1
FBN2 MAB21L1
OR7G1 CYP24A1
IGFBP4 CCKBR
PDK1 PLD2
SLC5A9 CHEK1
ZFYVE27 FUT3
IRF1 POLR2J
CWC27 MSL2
GAS6 CDC27
ADRB2 FYN
GAS6 MNAT1
EXPH5 TBC1D16
GCG MATK
POU6F2 TCEB3B
GRB2 WISP2
LAMA3 ATP13A2
UPB1 OR7G3
ATP6V0A2 IL27RA
LUC7L3 TP53I11
FGD1 NELFA
ECD PTTG1
SF3B3 LLGL1
MCTS1 MST1R
OR2T5 CLIC1
CFD VHL
ZDHHC17 RHOC
MCM2 DNMT3L
TRIM40 MRPL37
SIRPA MAGI1
NPR2 WASH1
PRELID1 APLN
GABARAPL2 ANXA2
CNIH1 C1QBP
IZUMO1 ADCY6
DUSP18 GATA4
SPEN ZBTB33
CHRNA3 PSPH
RABGGTA RP2
CDK7 SGCZ
LDLR GCNT3
GRK7 NASP
GAB1 KIF15
CSF2RA RBM3
EPHB6 NT5C3A
CST6 TSHB
PPCDC ARL4C
MAT2B SH2D3A
CHRM3 PCDHAC1
RAPGEF3 ERBB4
INHBA STK17A
AES TNFRSF17
KRT37 TRDN
TSPAN32 PGR
OR8G5 NUP133
RPL7 RPS5
PNLIP PLEKHM2
IGHV3-11 CGREF1
ADCYAP1 EFNA2
OR4N4 CARHSP1
SULT1B1 RIOK2
TCERG1 NFE2L2
VLDLR ITM2B
ACHE VCL
MCEMP1 CIDEB
LILRA1 MEIS2
SFR1 CERS2
ICK WDR60
MME CASP5
MPP3 OR52B4
MAN2B1 CTSE
DAPK3 STK3
ADH5 AAAS
PAQR3 HEBP2
KLK13 RPS11
PLB1 C1D
MCM7 POLE2
DLG4 PCDHA11
GRB2 IAPP
GCG HTR5A
FXR1 RIPK1
FGF11 PCDHA8
ALDH7A1 MYO3A
PAICS MIR15A
DSCAM SELL
PRKRIP1 EXOC8
LTV1 TWF2
SLC7A8 ABCB11
ADGRG1 ITGBL1
KAT5 LPCAT4
STARD10 PRDX4
VPS28 RXFP2
POU6F2 NKX3-2
MAP2K1 TPM3
FZR1 UFD1L
ARHGAP5 PCDHA6
ADRBK2 KCNE5
CACNA1B CBLN1
A1BG ZMYM4
KDELR3 UBA2
KCNMB3 KCNH1
ACACA CACNG2
RHOBTB3 FBLN1
TK1 NRG4
BMP8A RMI2
PRDM4 PRKD1
C1QBP APLN
EML2 MYO9A
FYB CCL24
FRK SLC38A4
TROAP SSPN
CRISP3 OR52I2
GPR19 GPR39
NCKAP1 KREMEN2
FBXO6 ADAMTS4
ZMYND11 DLL3
FAS PRKCZ
DSG4 PZP
MLN PTHLH
SHC3 CUX2
TUBE1 IL17F
GEM GATA3
HEXIM2 ZEB1
SCAMP3 CKB
SMARCD1 TBX3
DCTN2 IL5RA
CHAMP1 AKR1C1
LTA WISP3
SGOL1 HS1BP3
CKAP4 ZDHHC13
AHR SHOX
SHPRH MPHOSPH8
FAS RPS3A
NFE2L1 POLR2E
ACO2 PILRA
KITLG TNFRSF17
NMUR2 FBLN1
GYS1 GMFB
NKX6-1 OR8B12
ABCC4 CAPRIN2
ASPN ZHX3
ELK1 LOC105375355
ACAA1 XYLB
ITGAM CBX3
HILPDA GBA
ABI2 OR13C4
SCARF1 SPAG11B
NELFA RECQL4
LILRA1 STC1
ADORA1 CCL21
STRN4 PCDHB9
ANXA1 SPHK1
CD160 CCR5
IGF1 SHOX
ACER1 TMEM198
KCNJ2 KCNJ4
APOBEC1 DIAPH2
GHR SPP2
ARFIP2 STRA6
PDGFRA USP8
APLF IFNA16
SSR2 PAQR3
SLC16A11 TMEM14A
MIF TDGF1
HIPK1 ICK
AHSG ORM1
PLPP6 MYH10
IGF2BP3 MGRN1
MFGE8 VPS45
AQP6 SCNN1A
PID1 COX11
LIPM F2R
ID4 MED7
CCL13 PITPNB
SZT2 EHF
TSC22D3 RREB1
CEBPA TSC22D1
RXFP3 PTAFR
AREG POLA1
PLAGL1 PPP1R37
EXOSC8 RPL32
MAB21L1 SFRP1
CSF1R CYBB
MPL TGFBI
ATP6V0D2 DEPDC1B
LALBA PCSK6
DRD1 RS1
FLT1 CXCL10
AATF YWHAZ
FGF9 CCL22
CENPK SLC2A6
KDM6B RAB2A
TMED1 CCL23
GNG2 OTUD7A
CMKLR1 CXCR4
TRIM24 COPS2
CNGA1 RDH8
HOXC10 VIP
FTH1 ENPP7
HFE HPX
OR1F12 DDX1
METAP2 PPP4R2
FDXR NEFL
RIMS1 VAMP3
TNFRSF9 IKBKG
NLK MITD1
FLG2 NRF1
KEL RAB4B
OR10S1 KANSL3
TFAP2C STC2
PDS5B THAP12
RRAGA TTC19
KLRG1 CHST2
ACOT7 NDRG1
RBAK NR2C2
CP MACF1
METTL21B GFAP
GUCA1B PCDH1
HBG1 RAB7B
GJA1 INHA
RABEPK CLTCL1
TAGLN3 OR10R2
PAM16 MATK
SPRY2 TSHB
UBA1 EPS15
CNTNAP2 OR4F21
MAML2 FOXH1
ARHGAP1 ARHGAP29
IL11 TSHR
NOCT HSF2
CEACAM3 PLCB1
FURIN CASP3
MRPL55 SAT1
SHPK GALNT7
SLURP1 PTPRF
EYA3 GUCY2F
AK6 OR51L1
APOC2 OLR1
HSD17B2 EIF2AK4
MYEF2 POLR2K
PYCARD NLRP2
DBT SHC3
TMEM109 PLK4
HAUS2 CLEC2D
EAF1 YAF2
GDF11 PCDHAC1
YAF2 UBP1
GAA ATPIF1
CCR6 CCR8
TAS2R3 CDK5
CKMT1A PDCD7
IGF1R SPDYC
SLC31A1 MIR129-1
RRAGC COL2A1
HSPB11 CSNK1A1
DFNA5 KCNE1
CEBPB AHSG
CYB5R4 FYB
DSCAM SEPT11
MDGA2 RHOA
SULT4A1 SLURP1
OR8I2 MECOM
MYD88 OSMR
CYP2A6 RPS26
RREB1 EVI5
TTR CRYZ
E2F5 ANAPC4
DPYSL5 CP
STAMBP IL9
EVI5L GSTT2B
ADRA2A S1PR3
BCCIP DUSP4
ALOX15 IL1A
SEMA4F TEK
SSX2IP PHLDA1
BAX BCL2L1
RASGRP4 TGFB2
SERPINB10 PADI4
GJA1 CCL5
KRT86 OPHN1
DIO1 RPS26
NDRG1 PIK3R2
TENM1 RARRES1
P2RY4 TACR1
IFNGR1 CCL4
TRAPPC6B LDLRAD4
OR4N4 PLCB2
CORT SYT5
TXLNG LILRA4
SOX21 GABPB1
ETV1 RUNX3
GNA12 FFAR3
MEP1A TFF2
IL12RB2 TSHR
CDK5 SOX8
PRKCI SPTBN2
UTS2B PRMT2
KPTN TPM1
MIR148A CPM
AKAP9 PCDHB3
MXD1 TGFBI
NR6A1 SERPINF1
KRT28 BAK1
QPRT OGDH
KIFC3 ARR3
TMEM11 MTHFS
FDFT1 OLR1
KRTAP13-1 RANGAP1
OR51A4 HMGA1
HLA-G TRAT1
JAKMIP1 GAS2L3
CTBP2 PAWR
MYL6B TUBB
STYXL1 TREM1
ASB6 KRTAP4-9
FCHO1 DHX9
CXCR1 CCL4
UTF1 ARPC2
PIM2 TGFB2
COL4A6 MSL3
FSCN2 FUT3
CDKN2C RARRES3
GAS1 SLC31A2
RABGAP1 OSCAR
GAL ATF6
POU6F2 IRF1
HTRA2 USP25
GPR12 FFAR1
GUCY2F MYO7A
NR2E3 IRF3
CLEC12A BMI1
USP21 FLOT1
ADCYAP1 FGF20
DHX15 KHSRP
IGLV3-1 DRD2
PLA2G2E CCL13
CBLL1 CD34
FAM98B IGFBP4
FGF13 SYNPO
F2RL2 HNF4A
KITLG PRKD1
OXA1L SKAP2
AGRP MCHR1
LPAR3 HCRTR1
ASPG LGI4
LTA SYNM
ACSM1 KLHL7
CA13 C1orf168
HELZ2 MAP4K1
FGF4 S100A9
GPR176 VIP
TMED9 TSPAN15
COX17 AVP
EYA1 HOXB5
USF1 CCNT1
NAALAD2 OTC
CITED2 MYF6
GPR6 HIST1H1B
TRAIP RBBP7
ITGA4 HIST1H2AE
STT3B GLRA1
ACAD8 CH25H
SLC22A5 ALDH3A2
RLTPR MOBP
CSN1S1 MAOA
HDC SMPD4
MAGOHB CRABP2
SMARCD1 TARBP2
SKOR1 CNIH1
UGT8 DPP3
EREG CXCL14
SLC39A14 SLC4A3
CEP162 SLC16A1
MSH3 NEK10
ADORA3 S100A9
LRP6 PQBP1
DAZ1 MIR24-1
PFAS IL31RA
GNB5 KCMF1
NA SIRT3
RAI1 TMEM70
TBCC FRS3
MMP10 OLR1
GDI2 CSTF2T
CCR5 PTHLH
EXOSC7 ARL6IP1
NDP PCDH8
SNAPC5 TRPS1
UBR1 STAB1
TUBGCP5 RNF125
KPNA3 BCS1L
KLK5 LAMC2
MTCH1 TNFSF15
GDNF XIAP
RABGGTA RPGR
CEBPA DTX1
CCR7 GBX2
FTH1 BLZF1
MLH1 IGLV3-19
MAGOHB AAK1
APLP1 OPHN1
OR5I1 TSGA10
TOB2 UBE2V2
FRK MRPL2
POU2F2 KLF5
DBP ATF6
FANCF BCL9
EGFL7 MAL
CDH9 GPX8
NUDT3 ADM
LEFTY2 COX17
NDP NR2C2
PKDREJ HLA-B
HTT ING4
BTD WAS
PRSS3P2 TRAM1
CLCNKA RNF217
MYO10 MIR129-1
CDK3 MPL
MRPL10 CHN2
PTPRCAP CD48
ETV1 POU1F1
GAK HK2
GSS AQP4
PHPT1 TMEM100
GP9 IL13RA1
IL10RB S100A9
MAEA FGF8
FGF2 NRDC
KRTAP29-1 ARL6
TRNT1 TSPO
GNAZ GPR34
FGF8 RBBP7
KIAA1715 MSL3
PLP1 PCDHB16
SIX2 S1PR3
MOBP ZSWIM7
TM7SF2 WWP1
SIK2 PLA2G1B
STMN3 CBLN1
CD300C RAB1B
CNTN6 PCDHA8
FZD3 ATP6AP2
IL17RA LIG4
KAT2A TCF19
CALY PCDHB16
KRTAP10-5 RASGRP1
INHBA CUL3
FGF13 WFS1
COL6A5 EDA
ITGAM CHST10
CTTN EIF4EBP1
PMF1 LHCGR
MATK ACPP
KRTAP21-2 FOXE3
FZD3 OR2AG1
PYHIN1 SERTAD1
EPRS TSPAN4
CHCHD2 GRB2
ATP1A4 KCNK6
IL15 TIMP1
DUSP22 ANAPC15
HFE TRAF2
CASP14 BTD
NLRP4 ETF1
POU2F3 NEUROD2
TRMT1 PPIF
DAPK3 PPP2R1A
SLC1A7 DUSP5
RAB39B NET1
ADORA1 HDAC9
ABCG8 DDC
DEFB114 PGAM2
IK FGF17
APOBEC2 RAET1L
SIRPA EHF
NPHP1 ADCY4
KLF11 TRIM24
HSPE1 ERO1B
PSG11 PTHLH
NUDT3 TNFSF18
TSGA10 SLC5A10
FTL PRDM5
NOX4 PLOD1
NDUFV2 PCDH1
LILRB2 BRD8
ELAVL1 ACRV1
IFNA16 HLA-B
PBX1 NEU3
IDH3B CACNG2
GRM8 MRPS27
ASF1A NAP1L2
MATK BCAR3
USP9Y CTDSP2
IL5RA ARHGEF1
MCTS1 RPS6KB2
NKX2-2 GPR139
RGCC MIR125B2
F10 AR
VAX2 RDH5
FOXD3 THRAP3
DPP8 CCL4
PRDM4 POLR2C
CLPTM1 ACRV1
PRR5 METAP1
CDHR2 ROBO1
CCT4 RAB1A
CDK3 CCT4
MAP3K12 REG3G
GALM RRAGC
MNT PTHLH
GPR19 PDC
APLP1 SFTPB
OR6T1 P3H1
GCHFR DSG4
KRT1 CMA1
IRF1 NKX3-2
ARAP3 CYTH3
CEP162 TRAPPC3
UST PEX13
RAB10 SLC26A9
THAP12 CCL23
OR2T34 S100A13
RHOH PDE6B
PITRM1 CASP4
PIN1 ANAPC10
RNPS1 PPIG
FGF4 SIRPG
VPS45 CYP4F11
LANCL1 FFAR3
EN2 F2R
MYO5A ABCA2
DIS3 OSBP
GATA3 TAF1A
CHEK1 ENPP7
NECAP1 ENPP4
TNNT2 AGTR2
FRMPD2 CDCA2
SPIN1 RPL26
CASP8 MMP23B
MIR130B ERLIN2
ACTR2 GNA13
PANK1 GYS1
CEP162 OR2G6
F2R VNN2
EGF FOSL1
CMPK2 HSPA4
RNASEH2A RNASET2
BNIPL SSTR2
PEPD PRSS2
MYF6 YY1
C1QBP CD22
CYB5R4 ASB12
UBP1 CIAO1
ROR1 TEK
ALDH3A1 SERPINB13
DUSP22 RBBP7
UPP2 MYF6
OR2T35 FRMPD1
SLC6A15 ACAA1
ATOH1 NFE2L1
MNT PAX1
CCDC69 RELN
OPCML PTPRF
MAFA TRAPPC2
TCEB3B POU1F1
MICU3 NPAS1
GPR27 SF3B1
ACOX1 UBQLN1
CSF1R PLK1
SEPT11 DSG1
CTSS ASTL
TXNRD1 CCR6
CHD3 HIRA
RAB3GAP1 DMBT1
HSF2 TRPS1
ADAMTS8 KPNA5
DDAH1 RICTOR
KRT25 VASH1
PAX6 TGFBI
ARHGDIB LSP1
PCDHB5 LAMB2
GALNT10 OR2Y1
LSM3 SRSF1
MAEA FIS1
SLC2A4 PRDM5
TNFRSF13B STC2
IFNA17 VAV3
FGFR3 NDE1
COL11A1 CYP1B1
NOX4 IL18RAP
FFAR3 HTR5A
F11R CHST2
CLEC2A SLC9B2
S1PR3 KRT35
CHRNA5 CYP2R1
PITRM1 NUDT13
ASB15 ZNF304
ERRFI1 C3orf58
MTOR ARHGEF1
SIRPA PCDHAC1
RAB24 SF3B3
HTR1D SST
RMI2 ALG10B
DHCR24 HDAC3
SPAG5 SULT6B1
IFNA14 KLRC3
ABHD3 PILRB
NEBL GBP1
ING2 RPS6KA4
CCDC50 THTPA
PDZK1 HTR2B
CCR9 CCL28
SUPT16H POLR2I
KLF2 HPS1
CXCR4 HDAC9
VTI1B TACSTD2
KRTAP6-1 GHRH
E2F5 CIZ1
EYS REEP2
ACSL5 HK1
GPR45 VLDLR
MIR134 EXTL2
XRRA1 CYP2W1
DCTD TYMP
SLC9B2 OR8K5
USP9Y PATJ
HAL OR4F6
MGRN1 SULT4A1
FCGR2B IL18RAP
TMEM123 GP5
TMED1 CXCL6
IL15 SIRPG
CSE1L PLK1
TIMM44 DLX4
GPR34 FEM1A
LANCL1 GPR35
NKX6-1 WIPF2
CNTN4 SHOX2
CLNK NA
FMO2 SENP2
APBA2 STAP1
TRIM27 TSGA10
GALNT14 LOC105375355
CNTN6 ADGRG1
TRIM62 EMG1
ATMIN HSP90AB1
LY75 OPRK1
GMIP PRKAR2B
MLF2 IL32
SLC2A6 OR13G1
MUSK PAEP
SCN11A PPP1R3C
KRT1 F10
SLC39A14 RICTOR
CKMT2 CCL4
AHRR COL6A1
CHRM1 OSMR
FBXL6 KLKB1
PDE4A CCDC125
CREBL2 RORB
BMP1 CASP7
MSL3 APEX1
ERGIC1 LMAN2L
MIR711 MAPK15
SSTR5 UMOD
LIPT1 PIK3R5
AEBP2 TP53
FAM73A PAQR3
FPR2 NFE2L1
COL4A4 ROBO2
SNAPC2 COPS2
HIPK1 IL10
CTDNEP1 GM2A
KLRG1 CD19
TAGLN3 TNS2
MYCN IBTK
OSBPL9 ITGA8
KCNE1 SLC26A4
AVPR1A WFS1
ITGB1 KLRC2
CYP24A1 SDHC
COG2 RPGR
AMDHD2 GRM1
GPR32 AVPR1A
CXCL8 OPRM1
MIR124-1 MIR210
VIPR1 UNC119
GJC1 VIPR1
GSTA1 MSI1
LCN2 GPR37
POLR1D MLNR
ASCC3 CYP2B6
AHCY CTBP2
PPARD AVPR1A
CXCL10 BTC
KLF10 GDF5
DVL3 ROBO1
RFX1 CD22
PTPRD IGF2BP1
CST4 SOX2
COPS5 RPS3
LDOC1 OPRM1
DFNA5 OTOF
PTCD3 CTBP2
CGREF1 CDC6
NFYC TTK
LRRC8B NRBP1
ERCC6L2 ERLIN2
GRB2 IGF1R
AOAH MGST3
IL15 CXCL10
SPC24 DEFA1B
GMIP LAT2
PDSS2 DYNLL2
RNF19A VTI1A
ADRA1D FAT1
EEF1D NDFIP2
ATF7 ABL1
NES SLC2A3
F2RL2 ZCCHC11
HBA1 DNMT3B
PYY UBE2V2
HAO2 JAML
MS4A2 HTR5A
EFNB3 NEURL1
IL15 IL17A
IAPP PCSK2
KPNA4 TAS2R7
CLASP1 AKR1B10
MAB21L1 BICD1
CCT8L2 SLC25A3
VENTX NCKIPSD
PTK2B IL1B
HPR LIN7C
SPACA4 RMDN3
ADGRL3 CXCL10
PTHLH TGM5
LY96 LY6E
ANKRD28 IGKV1D-33
FHL3 GJB2
EDN3 FAT1
SACM1L HPGD
ADRA2A SHC1
DHX8 TNP1
CRYBB3 CNGB3
DSG1 NOS1
BIRC3 MPO
AVEN PEA15
GP9 THBD
HMGB1 SOX18
APBA1 HTR7
PTPRU CSF2
CCR9 GPR32
MED30 MED24
PACS2 KLHL7
CSF3 NAP1L1
CCND3 HDAC9
EP300 ATXN3
CHST4 MYLIP
FBLN1 FAM46A
TSPAN32 CHST4
PCP4 EIF2B2
KIAA0922 CDX1
CTNNA1 NPAS1
PDCD11 MEPE
GULP1 GTF2E2
FOXRED1 SEC61G
TRIM27 S100B
CDH6 CCL4
LRRC15 CYP24A1
GORASP1 MARVELD2
MEPCE SHPK
PGM1 OR10H4
GYS1 HTR3C
EN2 TCP11
TMTC3 SH3RF1
FGF2 NEUROG1
PSMB5 CLIC2
RAG1 XRCC4
DDX3X SMARCB1
COL6A3 CRYAA
COL1A1 FGFR3
IFNW1 CCL5
SALL1 LZTR1
IL15 CCL13
SSRP1 CD300LD
MYO7A NDP
MAP4K2 CCL4
CRYBB3 RPE65
SNX33 MIR28
MMP17 MED6
SLC7A3 ANP32B
MMP2 PLAT
SLC6A9 TADA1
CCDC113 GSX1
FUT4 LRP2
NFATC3 SOX18
CSF2RA SHH
IRF8 CCL20
MDGA1 DERA
FABP1 METTL2B
EXTL3 LIPT1
IFNGR2 ARHGAP40
PIGY PIGB
UPK1A COX6C
EDAR ADSS
NPY TRPC1
CPPED1 DNMT3B
NELL1 PCDHA11
CDKL1 CDC25B
NR5A1 CCL5
ALDH2 GNE
SFRP1 CDK1
EDAR SCAMP3
MLKL GABRB1
RYR1 SLC6A8
CRYBB1 PDE6D
CRYGD PDE6D
IFNA2 BMP3
GJB1 SEMA5A
GDF10 IGF1
PRPF8 PRPF3
FDXR POR
APLP1 PITX2
PGD PLOD1
TAS2R1 SIRT3
ZBTB8OS ENDOG
CEBPG TMEM120A
CCDC50 SNX12
PARK7 MIR657
OR2M5 RNF146
CCT8L2 ADAM30
HCP5 PXDN
KAT5 MYEF2
COPE NCBP3
HMGB1 TNFRSF6B
IL12RB2 TDP2
PRDM16 RABL2B
CSTF2T TRPC7
SOX21 KLF9
USP17L6P SDR16C5
FBXO15 STX3
KRTAP27-1 APOBEC3A
SIRPA RPL36
FOLR1 MRC1
P2RX7 EPS15
ANAPC10 PLK1
SPINT2 CADM2
FICD ALDH2
SDF2 B3GALT4
GAD2 AP1AR
ALOX15B MGST3
BAAT SST
SNTA1 CACNA1S
ISPD ZNF263
MTOR POLR3D
PTK2B IL1A
NR2E3 OPN1LW
CNTROB PANK2
IL15 IL36G
PRKAG1 ADH4
RNF187 GPM6B
PRDX5 CCL4
MOBP CHADL
CACNA1S DYSF
SLC16A2 SLC25A12
ACTA2 SDIM1
PCDHB16 FLRT3
IFNA13 CD207
IRF1 COPS2
TCERG1 NR5A2
EXT1 SOX2
OR6Y1 CRH
MMP11 ACRV1
BRS3 ATP6AP2
NDUFV2 SLIT1
RAPGEF3 RASGRP4
EPHB1 FGF13
IFI44 NANOS2
KDM4B DVL2
LBP SIRT6
NID1 PPP1R12B
GOLGB1 TCTN3
RGS2 RGS12
INHBA CXCL11
FKBP1A RPL17
STAMBP FGF2
PTPRU AGGF1
IGFBP5 SWI5
EXT2 GHRHR
BOD1L1 MSH6
SDS BMPR1A
ETF1 CLEC3B
IGHM IL17RE
MAEA RUNX1
CSF1R HOXB2
UTP11 RAPGEFL1
SDF2 MOSPD2
SLC6A7 P3H4
SMNDC1 ASS1
IGF1R VEGFC
NDUFV1 COL5A1
DENND2A MIR515-1
DPYSL4 IL17RE
TOMM6 RGL1
OPTN MTERF4
GGT1 GLS2
DEFB4A RNASE2
MASP2 MTPAP
HAUS2 GTF2E1
FANCA HMGA1
SLC29A1 NEUROG1
TCTN3 TMEM225
ADGRE1 RS1
PRDX5 AP3M1
UBE2N CBLL1
ATP8A1 OR10G7
BORCS5 APLNR
PRKACB PTGER4
ITGA9 PCDHA6
MMAA GABRB1
STK38 SIK2
KRT72 IFI35
AVL9 TRNT1
CST6 HOXA4
GATA3 GTF2B
VTI1A ITFG2
FCGR1A CCL25
SH3D19 PPP4R2
CPM CST6
CA4 CYP11B1
ABLIM1 SIX3
SFRP2 SASS6
CHST4 STAB1
GJB5 SLC15A4
STAB1 SEMA5A
PTGER4 HAMP
CMKLR1 INHBA
PGAM1 CLEC12A
ZNRF4 JAG1
IL17A PCSK6
NEK7 LCMT1
RYBP DLK1
GJD3 ZBTB33
CORIN OLR1
ELOVL1 SIVA1
ADH4 DDT
PNN PCDHA6
DEPDC1B AUTS2
CLMP PDPN
SCRG1 FFAR2
CLCN6 DNAAF3
CHRNG ASPH
ADAM29 TSGA10
ZP2 CTSV
UHRF1 DUSP22
FANCA HUS1
L1CAM NR2E1
TTLL11 TMIGD1
NCOA2 NCOA7
NCEH1 CEACAM7
CPNE5 PHLDB1
CHRM5 CLK1
IL6 TNFRSF8
ACTR3 TPM4
TUBGCP5 PRR11
DTYMK UBA52
PTCH2 ADAM18
TIMM8A OPN1SW
ATF6 PIN4
ATP6V0A2 C1QBP
KCNK1 ELF3
KCNN3 NTSR1
ASH1L KDM5A
VCAN PLXNA3
HIPK1 RUSC1
NUMA1 MECOM
IGHV2-70 SFR1
CRHR1 HRH2
OR2B3 MMAB
NUDT3 FGF13
ST6GALNAC2 GNL3
